UUID,super_book_code,primary_author_name,full_book_title,stated_publication_years,illegal_date
NA,zspbk0013273,NA,[Dissertation sur le monothetisme],NA,NA
NA,zspbk0013274,NA,[Nature de Dieu],NA,NA
NA,zspbk0013275,NA,Institutiones philosophicae ad faciliorem Veterum,NA,NA
NA,zspbk0013276,NA,Devotion a St jean Nepomucene,NA,NA
NA,zspbk0013277,NA,"Du Veritable esprit de l'Eglise dans l'usage de ses cérémonies, ou Refutation du traité de D. Cl. de Vert intitule? : Explication simple, littérale & historique des cérémonies de l'Eglise",NA,NA
NA,zspbk0013278,NA,Dictionnaire et Oeuvres de Bayle,NA,NA
NA,zspbk0013279,NA,Exercices et prières pour remplir saintement les principaux devoirs du christianisme,NA,NA
NA,zspbk0013280,NA,"La Vie des riches et des pauvres, ou les Obligations de ceux qui possèdent les biens de la terre ou qui vivent dans la pauvrete?",NA,NA
NA,zspbk0013281,NA,Invocation (l') et l'imitation des saints pour tous les jours de l'année,NA,NA
NA,zspbk0013282,NA,Lettres Theologiques,NA,NA
NA,zspbk0013283,NA,[traite de la priere de Luçon],NA,NA
NA,zspbk0013284,NA,Breviaire du Diocese d'Evreux,NA,NA
NA,zspbk0013285,NA,Prælectionum theologicarum,NA,NA
NA,zspbk0013286,NA,De Baptismo,NA,NA
NA,zspbk0013287,NA,[De Imitate],NA,NA
NA,zspbk0013288,NA,[De Incarnatione],NA,NA
NA,zspbk0013289,NA,[De Ordine],NA,NA
NA,zspbk0013290,NA,[De Penitentia],NA,NA
NA,zspbk0013291,NA,De Sacramentis in genere,NA,NA
NA,zspbk0013292,NA,De Gratia,NA,NA
NA,zspbk0013293,NA,[Compendium],NA,NA
NA,zspbk0013294,NA,Prolegomen [de Giraudeau],NA,NA
NA,zspbk0013295,NA,Abregé de de Deo,NA,NA
NA,zspbk0013296,NA,De Trinitate,NA,NA
NA,zspbk0013297,NA,[Colet],NA,NA
NA,zspbk0013298,NA,Traite historique des Plantes qui croissent dans la Lorraine & les trois Evêchés,NA,NA
NA,zspbk0013299,NA,[Lettres d'un philosophe],NA,NA
NA,zspbk0013300,NA,[Journal Italien],NA,NA
NA,zspbk0013301,NA,"Homme (L') confondu par lui-même, par le Marquis de ***",NA,NA
NA,zspbk0013302,NA,Bergeries,NA,NA
NA,zspbk0013303,NA,"Mari (Le) offensé, ou, Histoire du baron de *** et de Mademoiselle de ***",NA,NA
NA,zspbk0013304,NA,[Memoires de Marolles et Rozelle],NA,NA
NA,zspbk0013305,NA,Galimathias poetique,NA,NA
NA,zspbk0013306,NA,Reflexions sur les peuples policés,NA,NA
NA,zspbk0013307,NA,[Decadence de l'Empire],NA,NA
NA,zspbk0013308,NA,Lettres du Cardinal d'Ossat,NA,NA
NA,zspbk0013309,NA,[Mémoires de Retz et Joly],NA,NA
NA,zspbk0013310,NA,Rose (la) ou la feste de Salency,NA,NA
NA,zspbk0013311,NA,"Nourjahad, histoire orientale",NA,NA
NA,zspbk0013312,NA,De l'orgueil national,NA,NA
NA,zspbk0013313,NA,Histoire du chevalier du Soleil,NA,NA
NA,zspbk0013314,NA,[Histoire militaire de Louis XIII et Louis XIV,NA,NA
NA,zspbk0013315,NA,Des penchants de la nature,NA,NA
NA,zspbk0013316,NA,Traité de paix,NA,NA
NA,zspbk0013317,NA,[Histoire de la Constitution],NA,NA
NA,zspbk0013318,NA,Memoires pour servir à l'histoire du XVIII siècle,NA,NA
NA,zspbk0013319,NA,Acta Eruditorum,NA,NA
NA,zspbk0013320,NA,[Morin],NA,NA
NA,zspbk0013321,NA,Filles Naturelles,NA,NA
NA,zspbk0013322,NA,Abbaye (L') ou le chateau de Barford,NA,NA
NA,zspbk0013323,NA,Flora fridrichs dalina,NA,NA
NA,zspbk0013324,NA,[Autores Antiqui Latini],NA,NA
NA,zspbk0013325,NA,Prodromus Floræ Argentoratensis,NA,NA
NA,zspbk0013326,NA,[Histoire de l'Amerique],NA,NA
NA,zspbk0013327,NA,Cours abregé d'ostéologie,NA,NA
NA,zspbk0013328,NA,Instructions militaires sur le service de Garnison et de Campagne,NA,NA
NA,zspbk0013329,NA,"Elu (l') et son pre?sident, ou Histoire d'Eraste et de Sophie",NA,NA
NA,zspbk0013330,NA,Dominique et Séraphine: histoire corse,NA,NA
NA,zspbk0013331,NA,Traité des extrêmes ou elements de la science de la Réalité,NA,NA
NA,zspbk0013332,NA,[Causes Physiques],NA,NA
NA,zspbk0013333,NA,[Eucharistie],NA,NA
NA,zspbk0013334,NA,"Lyrique (le) chrétien, ou Recueil des poésies sacrées imitées des Psaumes",NA,NA
NA,zspbk0013335,NA,Confessions du Comte de ***,NA,NA
NA,zspbk0013336,NA,"Mes Soirées, ou le Manuel amusant",NA,NA
NA,zspbk0013337,NA,"Sages (les) du siècle, ou la raison en délire",NA,NA
NA,zspbk0013338,NA,Dissertation sur les vapeurs,NA,NA
NA,zspbk0013339,NA,Traité des Lesions de la Tete,NA,NA
NA,zspbk0013340,NA,"De?pit (le) et le voyage poëme, avec des notes",NA,NA
NA,zspbk0013341,NA,[Homme (l') et sa production],NA,NA
NA,zspbk0013342,NA,"Tradition, ou Histoire de l'Église sur le sacrement de mariage tirée des monumens les plus autentiques de chaque siècle, tant de l'Orient que de l'Occident",NA,NA
NA,zspbk0013343,NA,Ordre naturel des oursins de mer et fossiles,NA,NA
NA,zspbk0013344,NA,Histoire de l'electricité,NA,NA
NA,zspbk0013345,NA,[Meslanges Amusants],NA,NA
NA,zspbk0013346,NA,"Principes d'éducation pour la Noblesse, concernant les bonnes moeurs et la religion",NA,NA
NA,zspbk0013347,NA,"Entretiens de Pericle?s et de Sully aux Champs E?lisées, sur leur administration, ou, Balance entre les avantages du luxe, et ceux de l'e?conomie",NA,NA
NA,zspbk0013348,NA,[Gibert],NA,NA
NA,zspbk0013349,NA,[pere a ses Enfans],NA,NA
NA,zspbk0013350,NA,Italiens (les),NA,NA
NA,zspbk0013351,NA,"Traité des bêtes a laine, ou, Méthode d'élever et de gouverner les troupeaux aux champs, et a la bergerie",NA,NA
NA,zspbk0013352,NA,Observations sur l'Italie,NA,NA
NA,zspbk0013353,NA,"Histoire de Guillaume le Conquerant, duc de Normandie et roi d'Angleterre",NA,NA
NA,zspbk0013354,NA,Histoire naturelle de l'homme considéré dans l'état de maladie,NA,NA
NA,zspbk0013355,NA,"Histoire des modes franc?aises, ou Révolutions du costume en France, depuis l'établissement de la monarchie jousq'a nos jours",NA,NA
NA,zspbk0013356,NA,[Bergere qui dort],NA,NA
NA,zspbk0013357,NA,[Bergere qui sourit],NA,NA
NA,zspbk0013358,NA,[Caracteres],NA,NA
NA,zspbk0013359,NA,Cyrus: tragedie,NA,NA
NA,zspbk0013360,NA,[Histoire des Plantes],NA,NA
NA,zspbk0013361,NA,Histoire des Plantes de Lorraine,NA,NA
NA,zspbk0013362,NA,Essai de Poesies,NA,NA
NA,zspbk0013363,NA,guide (Le) de la correspondance,NA,NA
NA,zspbk0013364,NA,impostures (les) de l'histoire ancienne et profane,NA,NA
NA,zspbk0013365,NA,[Maladies des Cancers],NA,NA
NA,zspbk0013366,NA,"Ouvrage sans titre, Minerve le donnera",NA,NA
NA,zspbk0013367,NA,Encyclopédie littéraire ou nouveau dictionnaire raisonné et universel d'éloquence et de poésie,NA,NA
NA,zspbk0013368,NA,Dictionnaire des voyages,NA,NA
NA,zspbk0013369,NA,Elite de poësies fugitives,NA,NA
NA,zspbk0013370,NA,"Dictionnaire Des Notions Primitives, Ou Abrégé Raisonné Et Universel des Elémens de toutes les Connoissances Humaines",NA,NA
NA,zspbk0013371,NA,Estampes [Psiché abandonné par Lamour],NA,NA
NA,zspbk0013372,NA,Estampes [Les Ouvriers de la Vigne],NA,NA
NA,zspbk0013373,NA,Estampes [Etudes de Fessard],NA,NA
NA,zspbk0013374,NA,Estampes [La Lumiere du Monde],NA,NA
NA,zspbk0013375,NA,Traité de Venerie,NA,NA
NA,zspbk0013376,NA,Tableau Historique des Gens de Lettres,NA,NA
NA,zspbk0013377,NA,"Confessions de mademoiselle de Mainville, duchess de ***",NA,NA
NA,zspbk0013378,NA,"Deux (les) amis, ou le comte de Méralbi",NA,NA
NA,zspbk0013379,NA,[Speculative (la)],NA,NA
NA,zspbk0013380,NA,Airs se?rieux et a? boire,NA,NA
NA,zspbk0013381,NA,Supplément à la collection de M. Denisart contenant les additions faites aux précédentes éditions,NA,NA
NA,zspbk0013382,NA,[Maria],NA,NA
NA,zspbk0013383,NA,"Nouvelle anthologie françoise : ou, Choix des épigrammes & madrigaux de tous les poëtes françois depuis Marot jusqu'à ce jour",NA,NA
NA,zspbk0013384,NA,[Loisirs (les)],NA,NA
NA,zspbk0013385,NA,Mariage (le) du siecle,NA,NA
NA,zspbk0013386,NA,"Mémoires de Michel de Marolles, abbé de Villeloin",NA,NA
NA,zspbk0013387,NA,[Religion Gauloise],NA,NA
NA,zspbk0013388,NA,Histoire des philosophes modernes,NA,NA
NA,zspbk0013389,NA,[Conseils de l'Amitié],NA,NA
NA,zspbk0013390,NA,Francs-maçons (les) écrasés,NA,NA
NA,zspbk0013391,NA,"Le temple du bonheur, ou Recueil des plus excellens traite?s sur le bonheur",NA,NA
NA,zspbk0013392,NA,[Amours d'Henri iv],NA,NA
NA,zspbk0013393,NA,"Histoire d'Epaminondas, ge?ne?ral des The?bains",NA,NA
NA,zspbk0013394,NA,"Philosophie (la) du bon sens, ou Re?flexions philosophiques sur l'incertitude des connoissances humaines",NA,NA
NA,zspbk0013395,NA,Fables Allemandes Et Contes Franc?ois En Vers : Avec Un Essai Sur La Fable,NA,NA
NA,zspbk0013396,NA,Pensées pieuses,NA,NA
NA,zspbk0013397,NA,Manuel du pasteur,NA,NA
NA,zspbk0013398,NA,Politique (le) danois,NA,NA
NA,zspbk0013399,NA,Mémoires de Melleville,NA,NA
NA,zspbk0013400,NA,Histoire du Concile de Constance,NA,NA
NA,zspbk0013401,NA,Traité de la Gloire,NA,NA
NA,zspbk0013402,NA,Vie de Turenne,NA,NA
NA,zspbk0013403,NA,Dissertation sur la goutte,NA,NA
NA,zspbk0013404,NA,[contre les jesuites],NA,NA
NA,zspbk0013405,NA,Lettres du Colonel Talbert,NA,NA
NA,zspbk0013406,NA,Pechés philosophiques,NA,NA
NA,zspbk0013407,NA,Propre de Saint Etienne,NA,NA
NA,zspbk0013408,NA,Lucien,NA,NA
NA,zspbk0013409,NA,Suétone,NA,NA
NA,zspbk0013410,NA,Clovis poeme,NA,NA
NA,zspbk0013411,NA,Commentaire philosophique sur ces paroles de Je?sus-Christ : Contrain-les d'entrer ; ou Traite? de la tole?rance universelle,NA,NA
NA,zspbk0013412,NA,Plantes (des),NA,NA
NA,zspbk0013413,NA,Paraphrase sur le pater,NA,NA
NA,zspbk0013414,NA,Traité de la volonté,NA,NA
NA,zspbk0013415,NA,Retaite des huit jours,NA,NA
NA,zspbk0013416,NA,Memoires Commissaires,NA,NA
NA,zspbk0013417,NA,Memoires des Commissaires,NA,NA
NA,zspbk0013418,NA,[Rousseau],NA,NA
NA,zspbk0013419,NA,Description de la Livonie,NA,NA
NA,zspbk0013420,NA,Chronologie Septenaire de l'histoire de la paix entre les roys de France et d'Espagne,NA,NA
NA,zspbk0013421,NA,Traitez de piete?,NA,NA
NA,zspbk0013422,NA,"Spectacle Historique, Ou Mémorial Des Principaux Évenemens Tirés De L'Histoire Universelle",NA,NA
NA,zspbk0013423,NA,"Lettres et ne?gociations du Marq. de Feuquieres, ambassadeur extraord. du Roi en Allemagne en 1633 et 1634",NA,NA
NA,zspbk0013424,NA,vies (les) de Solon et de Publicola,NA,NA
NA,zspbk0013425,NA,Mémoires secrets de la cour de France,NA,NA
NA,zspbk0013426,NA,[Theatre Italien],NA,NA
NA,zspbk0013427,NA,Cour (la) Sainte,NA,NA
NA,zspbk0013428,NA,Histoire du diocese de Paris,NA,NA
NA,zspbk0013429,NA,Voyage de M. Dellon,NA,NA
NA,zspbk0013430,NA,Vie de M. l'abbé de Choisy,NA,NA
NA,zspbk0013431,NA,Questions sur le Concordat fait entre Léon X et François I,NA,NA
NA,zspbk0013432,NA,Directeur (le) pacifique des consciences,NA,NA
NA,zspbk0013433,NA,Rousseau [unidentified title],NA,NA
NA,zspbk0013434,NA,Portrait (le) d'un véritable héros,NA,NA
NA,zspbk0013435,NA,Voyage à la mer du Sud,NA,NA
NA,zspbk0013436,NA,Prince (le) Jaloux,NA,NA
NA,zspbk0013437,NA,"Lettres du baron de Busbec, ambassadeur de Ferdinand I. roy des Romains, de Hongrie, &c. auprès de Soliman II. empereur des Turcs",NA,NA
NA,zspbk0013438,NA,Histoire de Boucicaut,NA,NA
NA,zspbk0013439,NA,Linnaei historia plantarum,NA,NA
NA,zspbk0013440,NA,Lettres d'Annibal Caro,NA,NA
NA,zspbk0013441,NA,"Prones de Messire Claude Joli, evêque et comte d'Agen",NA,NA
NA,zspbk0013442,NA,[Cours de medecine],NA,NA
NA,zspbk0013443,NA,"Recueil des privilèges de l'université de Paris, accordez par les Rois depuis sa fondation jusques à Louis le Grand",NA,NA
NA,zspbk0013444,NA,Mémoires de la Bourdonnaye,NA,NA
NA,zspbk0013445,NA,Histoire de l'Eglise de Rouen,NA,NA
NA,zspbk0013446,NA,Vie de Vincent de Paul,NA,NA
NA,zspbk0013447,NA,"Oeuvres mêlées, tant en prose qu'en vers, par M. de Moncrif",NA,NA
NA,zspbk0013448,NA,Essais sur le genie et le caractère des nations,NA,NA
NA,zspbk0013449,NA,Instituts de Chymie ou principes e?le?mentaires de cette science,NA,NA
NA,zspbk0013450,NA,Philosophe (le) Nouvelliste,NA,NA
NA,zspbk0013451,NA,Galleria (la) di Minerva,NA,NA
NA,zspbk0013452,NA,Histoire de Charles VII,NA,NA
NA,zspbk0013453,NA,Annales sacri et ecclesiastici,NA,NA
NA,zspbk0013454,NA,[Theatre de Destouches],NA,NA
NA,zspbk0013455,NA,[Constitutions des Jesuites],NA,NA
NA,zspbk0013456,NA,[Journal politique],NA,NA
NA,zspbk0013457,NA,Ciceron [unidentified work],NA,NA
NA,zspbk0013458,NA,Vouglans [unidentified work],NA,NA
NA,zspbk0013459,NA,Catechisme de Nantes,NA,NA
NA,zspbk0013460,NA,Observations sur l'art militaire et autre,NA,NA
NA,zspbk0013461,NA,Ecole de la Mignature,NA,NA
NA,zspbk0013462,NA,Epitre sur l'agriculture,NA,NA
NA,zspbk0013463,NA,Fables de Groselier,NA,NA
NA,zspbk0013464,NA,Dictionnaire des artistes et des amateurs ou tablettes analytiques et méthodiques sur les sciences et les Beaux-Arts,NA,NA
NA,zspbk0013465,NA,Changes Etrangers,NA,NA
NA,zspbk0013466,NA,Lettres familières de messieurs Boileau-Despre?aux et Brossette,NA,NA
NA,zspbk0013467,NA,Traité des bois quarés,NA,NA
NA,zspbk0013468,NA,"Trésor (le) du Parnasse, ou le plus joli des Recueils",NA,NA
NA,zspbk0013469,NA,Pensées secrettes sur la religion et sur la vie chrétienne,NA,NA
NA,zspbk0013470,NA,Manuel pour la jeunesse,NA,NA
NA,zspbk0013471,NA,Poétique franc?oise à l'usage des dames,NA,NA
NA,zspbk0013472,NA,Forma Cleri,NA,NA
NA,zspbk0013473,NA,Charité envers le prochain,NA,NA
NA,zspbk0013474,NA,Thomas Corneille [unidentified work],NA,NA
NA,zspbk0013475,NA,Epitre de Saint Paul,NA,NA
NA,zspbk0013476,NA,Panegerique [Panegyrique] de Seguy,NA,NA
NA,zspbk0013477,NA,Instructions de Soissons,NA,NA
NA,zspbk0013478,NA,Lettres sur la mythologie,NA,NA
NA,zspbk0013479,NA,Révolutions de Corse,NA,NA
NA,zspbk0013480,NA,Catéchisme du père Klepet,NA,NA
NA,zspbk0013481,NA,"Memoires Historiques Et Critiques Sur Divers points de l'Histoire de France, & plusieurs autres Sujets curieux",NA,NA
NA,zspbk0013482,NA,Dictionnaire poetique,NA,NA
NA,zspbk0013483,NA,Entretiens sur Bayle,NA,NA
NA,zspbk0013484,NA,Lettres de Miss Aurelie,NA,NA
NA,zspbk0013485,NA,Remarques sur l'Encyclopedie,NA,NA
NA,zspbk0013486,NA,Traité du feu,NA,NA
NA,zspbk0013487,NA,Lettres de l'avocat,NA,NA
NA,zspbk0013488,NA,Commentaire sur les nouvelles ordonnances,NA,NA
NA,zspbk0013489,NA,Esprit (l') des deux ordonnances de Louis XV sur les donations et sur les testamens,NA,NA
NA,zspbk0013490,NA,[Memoires de pontis],NA,NA
NA,zspbk0013491,NA,Mémoires pour les curés a portions congrues,NA,NA
NA,zspbk0013492,NA,Boussole agronomique : ou guide des laboureurs,NA,NA
NA,zspbk0013493,NA,"Analyse chimique des terres de la province de Touraine, des diffe?rens engrais propres a? les ame?liorer et des semences convenables a? chaque espe?ce de terre",NA,NA
NA,zspbk0013494,NA,Traité des parties doubles ou Methode aisée pour apprendre à tenir en parties doubles les livres du commerce & des finances,NA,NA
NA,zspbk0013495,NA,Culture du Sainfoin,NA,NA
NA,zspbk0013496,NA,Essai sur l'Inde,NA,NA
NA,zspbk0013497,NA,Nouvelle Histoire de France: depuis le commencement de la Monarchie jusqu'à la mort de Louis XIII,NA,NA
NA,zspbk0013498,NA,Theologie d'Hubert,NA,NA
NA,zspbk0013499,NA,Esprit des Orateurs,NA,NA
NA,zspbk0013500,NA,Année Chrétienne,NA,NA
NA,zspbk0013501,NA,Conférences monastiques,NA,NA
NA,zspbk0013502,NA,joli (le) recueil,NA,NA
NA,zspbk0013503,NA,Abrégé chronologique de l'histoire de Flandres,NA,NA
NA,zspbk0013504,NA,Ordonnances de Louis quatorze,NA,NA
NA,zspbk0013505,NA,Principes de l'Histoire,NA,NA
NA,zspbk0013506,NA,Protestant cité au tribunal de la Raison,NA,NA
NA,zspbk0013507,NA,"Réflexions, sentiments et pratiques sur la divine enfance de Je?sus-Christ",NA,NA
NA,zspbk0013508,NA,Commentaire affectif sur le grand pre?cepte de l'amour de Dieu,NA,NA
NA,zspbk0013509,NA,"Traités de l'amour de Dieu à l'égard des hommes, et de l'amour du prochain",NA,NA
NA,zspbk0013510,NA,"Sentimens sur la dignité de l'âme, la nécessité de l'adoration, les avantages des afflictions et sur l'abandon de Dieu",NA,NA
NA,zspbk0013511,NA,Conduite pour la communion,NA,NA
NA,zspbk0013512,NA,Conduite pour passer saintement le temps de l'avent,NA,NA
NA,zspbk0013513,NA,"Retraite de dix jours pour les personnes consacrées à Dieu, & pour celles qui sont engagées dans le monde",NA,NA
NA,zspbk0013514,NA,Pensées sur differens sujets de morale,NA,NA
NA,zspbk0013515,NA,Commentaire affectif sur le pseaume miserere,NA,NA
NA,zspbk0013516,NA,Petite Retraite,NA,NA
NA,zspbk0013517,NA,"Confidence (la) Nécessaire, ou Lettres de Lord Austin de Norfolk à Lord Humphrey de Dorset",NA,NA
NA,zspbk0013518,NA,[In Evangelia],NA,NA
NA,zspbk0013519,NA,Ephemeridum Germanicarum,NA,NA
NA,zspbk0013520,NA,Estius in Sententias,NA,NA
NA,zspbk0013521,NA,Nouvelles récréations physiques et mathematiques,NA,NA
NA,zspbk0013522,NA,"Rituel du diocèse de Soissons, imprimé par l'autorité de Monseigneur ... Franc?ois duc de Fitz-James ... évêque de Soissons",NA,NA
NA,zspbk0013523,NA,Esprit des poetes,NA,NA
NA,zspbk0013524,NA,Oeuvres de Ballet,NA,NA
NA,zspbk0013525,NA,Feuille hebdomadaire,NA,NA
NA,zspbk0013526,NA,Dictionnaire historique des saints personnages,NA,NA
NA,zspbk0013527,NA,Dictionnaire des antiquités romaines,NA,NA
NA,zspbk0013528,NA,Dictionnaire des origines,NA,NA
NA,zspbk0013529,NA,"La Dévotion éclairée, ou Magasin des Dévotes",NA,NA
NA,zspbk0013530,NA,Histoire d'Espagne de Deformeaux,NA,NA
NA,zspbk0013531,NA,Histoire générale des conjurations et révolutions célèbres tant anciennes que modernes,NA,NA
NA,zspbk0013532,NA,Voyage aux Indes,NA,NA
NA,zspbk0013533,NA,Elemens (les) de géométrie ou de la mesure de l'étendue,NA,NA
NA,zspbk0013534,NA,Incrédule (l') convaincu: ou Fondemens de la religion chretienne,NA,NA
NA,zspbk0013535,NA,Oeuvres diverses de M. Dulard,NA,NA
NA,zspbk0013536,NA,"Variétés littéraires, ou Recueil de pièces tant originales que traduites concernant la philosophie, la littérature et les arts",NA,NA
NA,zspbk0013537,NA,Philippe II,NA,NA
NA,zspbk0013538,NA,Freron [unidentified title],NA,NA
NA,zspbk0013539,NA,Montfleury [unidentified title],NA,NA
NA,zspbk0013540,NA,Panard [unidentified title],NA,NA
NA,zspbk0013541,NA,Méditations d'Hervey,NA,NA
NA,zspbk0013542,NA,Portefeuille (le) du Physicien,NA,NA
NA,zspbk0013543,NA,Histoire de l'anatomie et de la chirurgie,NA,NA
NA,zspbk0013544,NA,Bohemienne (la),NA,NA
NA,zspbk0013545,NA,Nuits (les) angloises,NA,NA
NA,zspbk0013546,NA,"Vie (la) de M. de Rossilion de Bernex, Evêque de Geneve",NA,NA
NA,zspbk0013547,NA,Avis (les) d'un pere à son fils,NA,NA
NA,zspbk0013548,NA,Histoire de Perse,NA,NA
NA,zspbk0013549,NA,Loix praticiennes,NA,NA
NA,zspbk0013550,NA,Bibliotheque Annuelle et universelle,NA,NA
NA,zspbk0013551,NA,Traité Critique du Plain-Chant,NA,NA
NA,zspbk0013552,NA,Essai historique sur la médecine en France,NA,NA
NA,zspbk0013553,NA,Memoire historique & littéraire sur le College royal de France,NA,NA
NA,zspbk0013554,NA,"Imprimerie, poeme",NA,NA
NA,zspbk0013555,NA,Portrait de feu Monseigneur le Dauphin,NA,NA
NA,zspbk0013556,NA,Manuel des marchands pour les négociations en change... par un négociant,NA,NA
NA,zspbk0013557,NA,"Eloge funebre de M.Petit, maitre en chirurgie, de l'Académie royale des sciences, & de la Société royale de Londres, censeur royal, & ancient directeur de l'Académie royale de chirurgie",NA,NA
NA,zspbk0013558,NA,"Histoire des Grecs, ou de ceux qui veulent corriger la Fortune au jeu",NA,NA
NA,zspbk0013559,NA,"Commentaire sur les enseignes de guerre des principales nations du monde, et particulierement sur les enseignes de guerre des François",NA,NA
NA,zspbk0013560,NA,Reflexions sur la philosophie de Newton,NA,NA
NA,zspbk0013561,NA,Dictionnaire de la Bible,NA,NA
NA,zspbk0013562,NA,Grammaire espagnole,NA,NA
NA,zspbk0013563,NA,"Sermons pour l'avent, le carême, et les principales fêtes de l'année",NA,NA
NA,zspbk0013564,NA,"Carnet pour déposer la Liste des ses Parens, Amis & Connoissances résidens à Paris",NA,NA
NA,zspbk0013565,NA,"Essai sur la peinture, la sculpture, et l'architecture",NA,NA
NA,zspbk0013566,NA,Recueil de pièces [de Voltaire],NA,NA
NA,zspbk0013567,NA,Médecine (la) statique de Sanctorius ou l'art de se conserver la santé par la transpiration,NA,NA
