concatenated,parisian_keyword
Pseudo Place of publication unknown [Mémoires de Beaumarchais] Mémoires (suite des) de Pierre Auguste Caron de Beaumarchais NA NA French NA NA n.pl. ? 1778 NA NA NA 1 NA 12 NA NA Attribution - edition details not resolved. [Mémoires de Beaumarchais]  ,Belles-Lettres
Pseudo Dutch editions [Mémoires de Beaumarchais] Mémoires de Pierre Auguste caron de Beaumarchais suivi ses oeuvres de Théatre NA NA French NA NA Hollande Holland 1780 NA NA NA 4 NA 8 NA NA Attribution - edition details not resolved. [Mémoires de Beaumarchais]  ,Belles-Lettres
"Certain Place of publication unknown Lettres sur le désir de plaire, suivies de, ce que c'est que l'occasion, conte moral, par l'auteur des erreurs d'une jolie femme 775; Desir de plaire; Lettres sur le desir de plaire NA NA French NA NA n.pl. ? 1786 NA 102 102 1 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Lettres sur le désir de plaire  ",Belles-Lettres
"Pseudo Place of publication unknown Ami (l') des enfans 42; 43; Ami (l') des enfans, par Berquin; Ami (l') des enfans, par Roshau; Ami des enfans; Ami des enfans par Lechauve; Ami des enfans par Rochaw NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - the STN sold multiple works and editions that they accounted for under this title, and since it is usually only possible to distinguish between them in the periods where rencontres (STN stock books) exist, they have all been accounted for as a single edition and superbook. The majority were the work of Berquin, but certainly not all. The various editions comprised anything from 1 and 10 volumes. Moreover, 'L'Ami des enfans' was often bundled and sold together with 'L'Ami de l'adolescence', and in some of these instances the two works were accounted for under a single title as 'L'Ami des enfans & adolescence.' Where this has occured, sales have been recorded in the database against both superbooks, i.e. 'L'Ami des enfans' and 'L'Ami de l'adolescence'. Ami (l') des enfans  ",Belles-Lettres
"Certain Other Swiss editions Danger (le) d'aimer un étranger, ou, Histoire de mylady Chester et d'un duc françois 263; Danger d'aimer; Danger d'aimer un étranger NA NA French Jean Samuel Cailler NA Geneva Geneva 1784 NA iv, 362; 330 696 2 4 12 NA NA Attribution - MS1007, source and catalogue information. Danger (le) d'aimer un étranger  ",Belles-Lettres
"Certain International editions (non-Swiss) Evénemens (les) nocturnes, ou les Nouvelles Méprises, comédies en 3 actes et en prose... par M. Bardinet Evénémens (les) nocturnes NA NA French Méquignon le jeune NA La Haye; Paris The Hague; Paris 1776 NA VIII, 76 84 1 NA 8 NA NA Attribution - only extant edition located, sourced from Paris in 1777. Evénemens (les) nocturnes  ",Belles-Lettres
"Pseudo Place of publication unknown Contes de Boccace Boccace; Contes de Boccace [Various titles] Italian French NA NA n.pl. ? NA NA NA NA 1 NA NA 84.5 NA Attribution - edition not identified, several produced. Contes de Boccace  ",Belles-Lettres
"Certain Dutch editions Oeuvres de Boileau Despréaux, avec des éclaircissemens historiques donnés par lui-même & rédigés par M. Brossette 980; Boileau; oeuvres de Boileau; Oeuvres de Boileau des Preaux NA NA French NA NA Amsterdam Amsterdam 1776 NA NA NA 5 NA 12 NA NA Attribution - catalogue and MS1007 information. Oeuvres de Boileau Despréaux  ",Belles-Lettres
Certain French editions Oeuvres de M. Boindin 981; Oeuvres de Boindin NA NA French NA NA Paris Paris 1753 NA NA NA 2 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information.  N.B. Content comprises: Vol. 1: Théâtre. Conjectures sur le mérite d'Homère. Vol. 2: Remarques sur les sons de la langue. Remarques sur les noms des Romains. Discours sur les tribus romaines. Discours sur le théâtre des anciens. Oeuvres de M. Boindin  ,Belles-Lettres
"Certain International editions (non-Swiss) Oeuvres de Monsieur de Boissy, contenant son théâtre françois & italien 983; Oeuvres de Boissi NA NA French Jean Neaulme NA Amsterdam; Berlin Amsterdam; Berlin 1768 NA NA NA 8 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Oeuvres de Monsieur de Boissy  ",Belles-Lettres
"Pseudo Place of publication unknown Oeuvres diverses, en vers et en prose, de M. le chevalier de B** Oeuvres de Boufflers; Oeuvres de chevalier de Boufflers NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 12 NA NA Attribution - edition(s) not identified. Fauche-Borel Catalogue (1787) gives (Amsterdam, 1786) although such an edition not located, and STN sourced this edition from Pott in Lausanne on 3 occasions, so it is more likely to have been the (London, 1786) edition. The edition sourced from Lyon in 1787 may have been a different one. It has not always been possible from STN manuscripts to isolate which transactions relate to which editions. Oeuvres diverses, en vers et en prose, de M. le chevalier de B**  ",Belles-Lettres
"Certain Other Swiss editions Repsima, essai d'une tragédie domestique Repsima NA NA French NA François Grasset Lausanne Lausanne 1767 NA 70, [2 bl.] 70 1 NA 8 5 NA Attribution - only extant edition located. Repsima, essai d'une tragédie domestique  ",Belles-Lettres
"Pseudo French editions Trois (les) Fermiers, comédie en 2 actes en prose et mêlée d'ariettes, représentée pour la première fois par les Comédiens italiens ordinaires du Roi, le 16 mai 1777 3 (les) Fermiers NA NA French NA NA Paris Paris 1777 NA NA NA 1 NA 8 NA NA Attribution - edition not identified, sourced from Paris in 1777 when first editions published there, but several different printings produced. Trois (les) Fermiers  ",Belles-Lettres
"Certain Other Swiss editions Muses (les) helvétiennes, ou Recueil de pièces fugitives de l'Helvetie, en vers et en prose muses helvetiennes NA NA French Marc-Michel Martin NA Lausanne Lausanne 1775 NA VII, [1 bl.], 302 309 1 NA 8 22 Authorship from Cioranescu although seems early - only found edition is Lausanne: Chez Marc-Michel Martin, 1775. Attribution - sourced from Martin. Muses (les) helvétiennes  ",Belles-Lettres
"Certain Belgian editions Danger (le) d'une première faute: histoire angloise 264; Danger d'une première faute NA NA French NA NA Bruxelles Brussels 1785 NA NA NA 1 NA 18 NA NA Attribution - Fauche-Borel Catalogue (1787), although extant copies of this edition not located. Danger (le) d'une première faute  ",Belles-Lettres
"Certain French editions Nature (la) considérée sous ses différens aspects, ou Journal des trois règnes de la nature... par M. Buc'hoz 945; Nature considérée NA NA French NA NA Paris Paris 1780-1784 NA NA NA 5 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) and manuscript information. Nature (la) considérée sous ses différens aspects  ",Belles-Lettres
"Certain Other Swiss editions Oeuvres de Miss Burney 990; Oeuvres de Mis Burney Cecilia: Or, Memoirs of an Heiress; Evelina: Or The History of A Young Lady's Entrance into the World English French Libraires associés; Paul Barde NA Geneva Geneva 1784-1786 NA NA NA 6 NA 12 NA NA Attribution - sourced from Geneva from 1786, only extant edition at time STN traded in work. Oeuvres de Miss Burney  ",Belles-Lettres
"Pseudo Place of publication unknown Histoire amoureuse des Gaules Histoire amoureuse des Gaules; Histoire amoureuse des Gaules par Bussi Rabutin; Histoire des gaules NA NA French NA NA n.pl. ? NA NA NA NA 5 NA 12 NA NA Attribution - ediiton not identified, several produced. Histoire amoureuse des Gaules  ",Belles-Lettres
"Certain Other Swiss editions Lusiade (la) de Camoëns; trad. poétique avec des notes historiques et critiques par Mr. de La Harpe 828; lusiade; Luziade (la) de Camoeur Os Lusíadas Portuguese French NA Société Littéraire et Typographique de Yverdon London Yverdon 1776 NA XVI, 299 315 1 NA 8 20 NA Attribution - sourced from the Société Typographique d'Yverdon in 1776; catalogue information suggests later copies were the same edition. Lusiade (la) de Camoëns  ",Belles-Lettres
"Certain Place of publication unknown Nouveau (le) Robinson, pour servir a l'amusement et a l'instruction des enfans 1200; Nouveau Robinson Robinson der Jüngere German French NA NA Paris Berne? 1783 NA XXIII-490 513 1 NA 12 NA NA Attribution - catalogue information, although source information possibly suggests a false Berne imprint. Several later editions were produced in Berne. Nouveau (le) Robinson  ",Belles-Lettres
"Certain German editions Candide anglois, ou Avantures tragi-comiques d'Amb. Gwinett avant et dans ses voyages aux deux Indes Candide angloise NA NA French aux dépens de la Compagnie NA Francfort; Leipsic Frankfurt; Leipzig 1771 NA NA NA 2 NA 8 NA PDF Library (Mortier, 1951) article about this work. Attribution - only extant edition located published under this title rather than 'Le mendiant boîteux'. Mendiant (le) boiteux  ",Belles-Lettres
"Certain Dutch editions Confidences (les) réciproques: ou anecdotes de la société de Madame la comtesse de B*** 209; Confidences reciproques NA NA French NA NA London Maestricht 1779 NA NA NA 1 3 12 NA NA Attribution - Catalogue and MS1007 information. ESTC states possibly published in Paris, but MS1007, manuscript and source information suggest actually published in Maestricht.  Contains 3 works 'Relation d'un petit voyage par eau', 'Histoire de la comtesse de Cirvac, écrite par elle-même' and 'Les faits et gestes du vicomte de Nantel'. Confidences (les) réciproques  ",Belles-Lettres
"Certain French editions Histoire de l'admirable Don Quichotte de la Manche, traduite de l'espagnol de Michel de Cervantes. Nouvelle édition revue, corrigée et augmentee 637; Don Quichotte; Histoire de Don quichotte El ingenioso hidalgo Don Quijote de la Mancha Spanish French A. Le Roy NA Lyon Lyons 1781 NA NA NA 6 NA 12 180 NA Attribution - sourced from Le Roy in 1781, catalogue information. Histoire de l'admirable Don Quichotte de la Manche  ",Belles-Lettres
"Certain Other Swiss editions Lettres Neuchâteloises Lettres neuchâteloise NA NA French NA NA Amsterdam Lausanne? 1784 NA NA NA 1 NA NA NA NA Attribution - (Amsterdam, 1784) edition(s) the only extant one(s). The library record for the copy held in the University of Lausanne lists Lausanne as possible actual place of publication, and transactions data confirm that this attribution is probable. Lettres Neuchâteloises  ",Belles-Lettres
"Pseudo Place of publication unknown Academie (l') des dames, ou les sept entretiens galants d'Alosia académie; academie des Dames Aloisiae Sigeae Tolentance Satyra sotadica Latin French NA NA n.pl. ? NA NA NA NA 2 NA 8 46 NA Attribution - edition[s] not identified, several produced. Academie (l') des dames  ",Belles-Lettres
Certain Place of publication unknown Chansons qui n'ont pu être imprimées et que mon censeur n'a point du me passer 161; Chansons de Collé; Chansons qui n'ont pu être imprimées qui mon censeur n'a p du me passer par Collé NA NA French NA NA n.pl. ? 1784 NA 212 212 1 NA 12 NA NA Attribution - Fauche-Borel catalogue (1787) information. Chansons qui n'ont pu être imprimées  ,Belles-Lettres
"Certain Other Swiss editions Cours d'étude pour l'instruction du prince de Parme, aujourd'hui S.A.R. l'infant D. Ferdinand, duc de Parme, Plaisance, Guastalle, etc. etc. etc. 252; Condillac; Cours d'Etudes; Cours d'Etudes de Condillac; Education de Condillac; Suite de Condillac NA NA French Du Villard fils et Nouffer NA Geneva Geneva 1779-1780 NA NA NA 12 NA 8 366 NA Attribution - sourced from Geneva from date of publication, catalogue information. Cours d'étude pour l'instruction du prince de Parme  ",Belles-Lettres
"Pseudo Place of publication unknown Mari sentimental, ou le Mariage comme il y en a quelques-uns. Lettres d'un homme du pays de Vaud, écrites en 1783 851; 852; Mari sentimental NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - STN traded in at least two different editions of this work (Lausanne, 1785) in-8° and (Maestricht, 1787) in-12°. It has not always been possible from STN manuscripts to isolate which transactions relate to which editions. Mari sentimental  ",Belles-Lettres
Pseudo Place of publication unknown Oeuvres de Pierre et Thomas Corneille Oeuvres de Corneille; Oeuvres de Pierre et Thomas Corneille NA NA French NA NA n.pl. ? NA NA NA NA 12 NA 12 NA NA Attribution - edition not identified. Oeuvres de Pierre et Thomas Corneille  ,Belles-Lettres
"Pseudo Place of publication unknown Hazard (le) du coin du feu, dialogue moral 560; 561; Hazard du coin du feu NA NA French NA NA n.pl. ? 1779 NA NA NA 1 NA 12 NA NA Attribution - Fauche-Borel Catalogue and manuscript information shows STN traded in  (La Haye, 1779) in-12° (petit) and (Maestricht, 1779) in-12° editions. It has not always been possible from STN manuscripts to isolate which transactions relate to which editions. Hazard (le) du coin du feu  ",Belles-Lettres
"Certain Dutch editions Lettres de la duchesse de *** au duc de *** 776; Lettres de la duchesse de ***; Lettres de la Duchesse de *** au Duc de *** NA NA French Dufour NA Maestricht Maestricht 1779 NA XVI, 462  478 1 2 12 NA NA Attribution - catalogue information, sourced from Dufour. This work was volume 11 of their edition of the 'Oeuvres complètes de Monsieur de Crébillon, fils'. Lettres de la duchesse de *** au duc de ***  ",Belles-Lettres
"Certain Dutch editions Lettres de la Marquise de M... au Comte de R 789; Lettres de la marquise de M** NA NA French J.-E. Dufour et P. Roux NA Maestricht Maestricht 1779 NA [2bl], 314 314 1 3 12 NA NA Attribution - sourced from Dufour et Roux, catalogue information. Work was volume 8 of their edition of the 'Oeuvres complètes de Monsieur de Crébillon, fils'. Lettres de la Marquise de M... au Comte de R...  ",Belles-Lettres
"Pseudo Place of publication unknown Amours (les) de Zeokinizul roi des Kofirans. Ouvrage traduit de l'arabe du voyageur Krinelbol 53; Amours de zéo Kinizul NA NA French NA NA Constantinople ? 1779 NA NA NA 1 NA 12 NA It's not entirely clear that this isn't L'Asiatique tolerant, although it appears in 1785 catalogue separately Attribution - details as given in catalogue information, although extant copies of this edition not located. BPUN, Ms1231, 'Note Séparée' 1781 gives 'sous le titre de Tome [illegible] des Oeuvres de Crébillon fils'. Amours (les) de Zeokinizul roi des Kofirans  ",Belles-Lettres
