full_book_title,stated_publication_places,number_of_volumes,parisian_keyword
"Anecdotes américaines, ou Histoire abrégée des principaux événements arrivés dans le Nouveau monde",Paris,1,Histoire
Histoires de la Bible: tirées du Vieux et du Nouveau Testament pour l'instruction de la jeunesse,n.pl.,1,Théologie
Essai sur le suicide. Traduit de l'anglais de David Hume,n.pl.,1,Science et Arts
"Czarewitz (le) Chlore conte moral, de main impériale et de maîtresse  ",Berlin; Lausanne,1,Belles-Lettres
Eloge de Voltaire par le Roi de Prusse,n.pl.,1,Science et Arts
"Anti-Machiavel, ou Essai de critique sur le Prince de Machiavel",n.pl.,1,Science et Arts
Oeuvres du philosophe de Sans-Souci,n.pl.,2,Belles-Lettres
"Egaremens (les) de l'amour, ou Lettres de Faneli et de Milfort",Hollande,2,Belles-Lettres
"Art (l') de tenir les livres en parties doubles, ou la science de faire écriture de toutes les négociations qui se font, soit en banque, soit en marchandises",Vevey,1,Science et Arts
Oeuvres mêlées,Yverdon,2,Belles-Lettres
"Sermons sur divers textes de l'Ecriture Sainte [de Jaquelot], prononcés devant sa majesté le roi de Prusse",Geneva,2,Théologie
"Guerrier (le) philosophe, ou mémoires de Mr le duc de ***",n.pl.,1,Belles-Lettres
Histoire du Calvinisme,Rotterdam,4,Histoire
"Mariane, ou, La nouvelle Pamela: histoire véritable",Leiden,2,Belles-Lettres
Essai sur les mystères et le véritable objet de la confrérie des francs-maçons,n.pl.,1,Histoire
Fables (les) de La Fontaine,n.pl.,2,Belles-Lettres
"Comte (le) de Varvic: tragédie, représentée pour la première fois par les Comédiens ordinaires du roi le 7 novembre 1763",Yverdon,1,Belles-Lettres
"Voyage d'un François en Italie: fait dans les années 1765 et 1766: contenant l'histoire et les anecdotes les plus singulières de l'Italie et sa description: les moeurs, les usages, le gouvernement, le commerce, la littérature, les arts, l'histoire naturelle et les antiquités",Yverdon,8,Histoire
"Abrégé d'astronomie, par M. de La Lande",n.pl.,1,Science et Arts
[Oeuvres de La Mettrie],n.pl.,3,Science et Arts
"Angola, histoire indienne; ouvrage sans vrai-semblance",Agra,2,Belles-Lettres
Oeuvres choisies de Monsieur de La Monnoye,La Haye; Paris,3,Belles-Lettres
"Laideur (la) aimable, et les dangers de la beaute",n.pl.,1,Belles-Lettres
"Voyageur (le) françois, ou La connoissance de l'ancien et du nouveau monde",n.pl.,1,Histoire
Briefe über das mönchswesen,n.pl.,1,Histoire
[Bibliothèque ou Choix des meilleurs romans anglois],n.pl.,1,Belles-Lettres
Maximes et réflexions morales du duc de la Rochefoucault,Paris,1,Science et Arts
Cent (les) nouvelles nouvelles,n.pl.,1,Belles-Lettres
Mémoires de Versorand,Maestricht,2,Belles-Lettres
"Guide (le) des jeunes mathématiciens dans l'étude des ""Elémens des mathématiques"" de M. l'abbé de La Caille, par un ami de l'auteur de ces leçons",Paris,1,Science et Arts
"Leçons élémentaires de mathématiques: ou, élémens d'algebre et de géométrie",n.pl.,1,Science et Arts
"Dictionnaire universel françois et latin contenant la signification et la définition tant des mots de l'une et de l'autre langue, avec leurs différents usages, que des termes propres de chaque état et de chaque profession; la description de toutes les choses naturelles et artificielles...; l'explication de tout ce que renferment les sciences et les arts... Avec des remarques d'érudition et de critique... Nouvelle édition",Paris; Trévoux,5,Belles-Lettres
"Traité des scrophules, vulgairement appelées écrouelles ou humeurs froides",Paris,2,Science et Arts
Mémorial d'un mondain,London,2,Belles-Lettres
"Diable (le) hermite, ou Avantures d'Astaroth bani des enfers",Amsterdam,2,Belles-Lettres
Système du monde,Berlin; Paris,1,Science et Arts
"Fille (la) de joye, ou Mémoires de Miss Fanny",n.pl.,1,Belles-Lettres
Eloge de Corneille,n.pl.,1,Belles-Lettres
"Monarque (le) accompli, ou Prodiges de bonté, de savoir et de sagesse qui font l'éloge de Sa Majesté Impériale Joseph II",Lausanne,3,Science et Arts
"Méditations philosophiques sur Dieu, le monde et l'homme",n.pl.,1,NA
Nuits (les) champêtres,Lausanne,1,Belles-Lettres
"Histoire du Bas Empire, en commençant à Constantin le Grand",n.pl.,27,Histoire
"Traité des jardins, par M. de la Quintinye",Paris,2,Science et Arts
"Traité des successions, divisé en quatre livres... par feu M. Denis Le Brun... avec de nouvelles décisions et des remarques critiques, par Mre François-Bernard Espiard de Saux... Nouvelle édition augmentée par M.***, ancien avocat au Parlement",Paris,2,Jurisprudence
"Guide (le) de ceux qui veulent bâtir: ouvrage dans lequel on donne les renseignements nécessaires pour réussir dans cet art, & prévenir les fraudes qui pourroient s'y glisser",Yverdon,2,Science et Arts
Cours abrégé d'ostéologie,n.pl.,1,Science et Arts
"Médecin (le) de soi-même, ou Méthode simple et aisée pour guérir les maladies vénériennes, avec la recette d'un chocolat aphrodisiaque, aussi utile qu'agréable",Paris,2,Science et Arts
Conférence de toutes les questions traitées par M. de Ferron... dans son Commentaire sur la Coutume de Bordeaux... avec le commentaire de M. Bernard Automne... contenant en outre plusieurs observations nouvelles... par feu Me Pierre Dupin,Bordeaux,1,Jurisprudence
"Jardinier (le) solitaire, ou Dialogues entre un curieux et un jardinier solitaire ",Rouen,1,Science et Arts
"Citoyen (le) françois, ou Mémoires historiques, politiques, physiques, &c.",London,1,Science et Arts
"Traité du vrai merite de l'homme, considere dans tous les ages & dans toutes les conditions",n.pl.,2,Science et Arts
"Dictionnaire comique, satyrique, critique, burlesque, libre et proverbial... par Philibert-Joseph Le Roux",Neuchâtel,2,Belles-Lettres
Traité de l'orthographe françoise,Poitiers,1,Belles-Lettres
"Relation des aventures de quatre matelots russes jetés par une tempête près de l'isle déserte d'Ost-Spitzbergen où ils ont passé six ans, par M. Leroy",n.pl.,1,Histoire
"Géographie des enfans, ou, Methode abrégée de la géographie ",n.pl.,1,Histoire
Lettres de deux amans habitans de Lyon,London; Paris,2,Belles-Lettres
"Véritable (la) manière d'instruire les sourds et muets, confirmée par une longue expérience, par M. l'abbé ***",Paris,1,Science et Arts
[Magasin des pauvres artisans],n.pl.,2,Belles-Lettres
"Rudimens (les), ou les premiers principes de la langue latine, qu'on appelle communément la déclinaison ",n.pl.,1,Belles-Lettres
"Grammaire latine, ... pour l'usage des écoles du Pays de Vaud, et particulièrement du Collège de Lausanne",n.pl.,1,Belles-Lettres
Histoire de Gil Blas de Santillane,Neuchâtel,4,Belles-Lettres
Recueil des pièces mises au Théâtre François par M. Le Sage,Maestricht,2,Belles-Lettres
Théatre de Le Sage,n.pl.,2,Belles-Lettres
"Valise (la) trouvée... Nouvelle édition à laquelle on a joint la Journée des Pâques, par le même, et le Bijoutier philosophe, comédie, traduite de l'anglois",Maestricht,1,Belles-Lettres
"Voyageur (le) naturaliste, ou Instructions sur les moyens de ramasser les objets d'histoire naturelle et de les bien conserver... par M. John Coakley Lettsom... traduit de l'anglois sur la 2e édition... auquel on a joint l'Art de calmer les flots de la mer",Amsterdam; Paris,1,Science et Arts
"Homme (l') moral, ou l'Homme considéré tant dans l'état de pure nature que dans la société, par P.-Ch. Levesque",Amsterdam,1,Science et Arts
Essai sur les moyens d'exciter et d'entretenir l'amour du prochain dans le coeur des jeunes gens destinés aux grandes dignités ou à posséder de grandes richesses,Strasbourg,1,Science et Arts
Appel à la postérite: ou recueil des mémories et plaidoyers,n.pl.,1,Jurisprudence
"Annales civiles, politiques et littéraires",n.pl.,12,Belles-Lettres
"Requête au Conseil du Roi, pour M Linguet, avocat, contre les arrêts du Parlement de Paris, des 29 mars et 4 février 1775",n.pl.,1,Jurisprudence
"Systema naturae sive Regna tria natura systematice proposita per classes ordines, genera et species",n.pl.,1,Science et Arts
"Traité sur le vice cancéreux, où l'on développe les causes qui concourent à déterminer sa nature, ses effets dans les différens degrés et la manière de le prévenir et de le combattre, avec un traitement particulier sur les tumeurs squirreuses et chancreuses de tous viscères internes, mais surtout des tubercules du poumon, par M. Dupré de Lisle",Paris,1,Science et Arts
"Soeur (la) Adelaïde, ses égarements, ses vertus, ses foiblesses et son repentir: ouvrage posthume du plus éloquent écrivain de ce siècle",Neuchâtel; Paraclet,1,Belles-Lettres
Amours (les) de Daphnis et Chloé. Traduction de 1782,Paris,1,Belles-Lettres
Ciel (le) ouvert à tout l'univers,n.pl.,1,Théologie
Mémoires de Gaudence de Luques; augmentés de plusieurs cahiers qui avaient été perdus à la douane de Marseille; enrichis de savantes remarques de M. Rhedi,Amsterdam; Liège,2,Belles-Lettres
"Comtesse (la) de Tessan, ou l'Insuffisance de la vertu",n.pl.,1,Belles-Lettres
"Histoire littéraire de M. de Voltaire, par M. le Mis de Luchet",Cassel; Paris,6,Science et Arts
"Olinde, par l'auteur des mémoires du vicomte de Barjac",Geneva,1,Belles-Lettres
Oeuvres complettes de Mlle Lussan,Paris,21,Belles-Lettres
"Vie de Louis Balbe-Berton de Crillon, surnommé le Brave",n.pl.,1,Histoire
Manière (de la) d'ecrire l'histoire,n.pl.,1,Histoire
"Observations sur le gouvernement et les lois des Etats Unis de l'Amérique, par Mably",n.pl.,1,Science et Arts
"Principes de morale, par M. l'abbé de Mably",Amsterdam,1,Science et Arts
"Annales romaines, ou Abrégé chronologique de l'histoire romaine, depuis la fondation de Rome jusqu'aux empereurs",Paris,1,Histoire
"Lingère (la), parodie de ""la Belle Arsenne"", comédie mêlée de chants",n.pl.,1,Belles-Lettres
"Journal historique de la révolution opérée dans la constitution de la monarchie françoise par M. de Maupeou, ",London,7,Histoire
"Anna Rose-Tree, histoire anglaise par Mad. Malarme",Bruxelles; Paris,1,Belles-Lettres
"Parfaite (la) intelligence du commerce, où se trouvent les connaissances et les renseignemens les plus utiles à diverses classes de citoyens",Paris,3,Science et Arts
Histoire de Hesse,Paris,2,Histoire
Geschichte Christian des Vierten Königs in Dännemark,n.pl.,2,Histoire
"Spectateur (le) américain, ou remarques générales sur l'Amerique septentrionale et sur la république des treize-Etats-Unis",Amsterdam; Bruxelles,1,Histoire
"Essai sur le commerce de Russie, avec l'histoire de ses découvertes",Amsterdam,1,Science et Arts
"Fruits (les) de l'automne, par M. M*** ",Amsterdam; Paris,1,Belles-Lettres
Livre (le) de tous les ages; ou le Pibrac moderne; quatrains moraux,Liege,1,Science et Arts
"Traité du castor... par Jean Marius... augmenté des observations de cet auteur, et de plusieurs autres médecins célèbres... par Jean Francus. Traduit par M. Eidous",Paris,1,Science et Arts
Paysanne parvenue,Amsterdam,4,Belles-Lettres
Contes moraux,n.pl.,1,Belles-Lettres
Belisaire,n.pl.,1,Belles-Lettres
"Incas (les), ou la destruction de l'empire du Pérou  ",Berne; Lausanne; Neuchâtel?,2,Belles-Lettres
Oeuvres complettes de M. Marmontel,Liège,11,Belles-Lettres
Abrégé du dictionnaire de Bayle,n.pl.,8,NA
Oeuvres (les) de Mr. de Maupertuis,Dresden,1,Science et Arts
Procédé facile et complet avec la leçon sur la grappe et le problème sur le tems juste du décuvage des vins: pour faire et améliorer les vins et les rendre beaucoup plus propres à se conserver dans toutes les années ,Lausanne,1,Science et Arts
"Oeuvres diverses de M. Maupin: sur l'agriculture & l'économie rurale en général, & particulierement sur la culture de la vigne & la manipulation de toute espece de vins",Lausanne,2,Science et Arts
Art (l') de la vigne: contenant une nouvelle méthode économique de la cultiver,Lausanne,1,Science et Arts
"Seule (la) richesse du peuple, ou moyen de faire baisser le prix de toutes les subsistances: projet utile aux grands comme aux petits, avec un plan de culture",Lausanne; Philadelphia,1,Science et Arts
"Moyen certain et fondé sur l'expérience générale pour assurer & prolonger, pour ainsi dire, à volonté durée des vins: & en prévenir la dépravation & toutes les maladies: avec un procédé pour la manipulation & l'amérlioration de tous les vins, à l'usage de tous les pays de vignobles & même des marchands de vin et des consommateurs",Lausanne,1,Science et Arts
Richesse (la) des vignobles: partie des vins ...  ,Lausanne; Paris,1,Science et Arts
Gui Du Faur de Pibrac... Discours historique et critique qui n'a point concouru au prix de l'Académie de Toulouse,London,1,Histoire
"Histoire de la vie et de la mort tragique de Bianca Capello, noble vénitienne et Grand-duchesse de Toscane, par Mr. de Sanseverino; ouvrage traduit de l'italien  ",Lausanne,1,Histoire
"Logique à mon usage, ouvrage traduit du chinois",Amsterdam,1,Science et Arts
"Phédon, ou Entretiens sur la spiritualité et l'immortalité de l'ame. Par M. Mosès Mendels-Sohn... Traduit de l'allemand, par M. Junker",Paris,1,Science et Arts
"Cuisiniere (la)  Bourgeoise, suivie de l'Office, A l'usage de tous ceux qui se mêlent de dépenses de Maisons ",n.pl.,1,Science et Arts
[An (l') deux mille quatre cent quarante],n.pl.,2,Belles-Lettres
"Contes moraux, ou les Hommes comme il y en a peu",Bouillon,3,Belles-Lettres
"Histoire d'une jeune luthérienne, par l'auteur de ""L'an deux mille quatre cent quarante"" ",Neuchâtel,2,Belles-Lettres
Théatre complet de M. Mercier,Amsterdam,4,Belles-Lettres
"Demande (la) imprévue: comédie en trois actes, et en prose",Paris,1,Belles-Lettres
"Gentillâtre (le): comédie en trois actes, et en prose ",Amsterdam; Paris,1,Belles-Lettres
Tableau de Paris,Hambourg,1,Belles-Lettres
Mémoire sur les Samojedes et les Lappons,Copenhagen,1,Histoire
"Problême historique, qui des Jésuites, ou de Luther et Calvin, ont le plus nui à l'eglise chrétienne",n.pl.,2,Histoire
Histoire de la tourière des carmélites,n.pl.,1,Belles-Lettres
Nouveau (le) secrétaire de la cour,Lyon,1,Belles-Lettres
"Ecole (l') des filles, ou la philosophie des dames",n.pl.,1,Belles-Lettres
Paradis (le) perdu,n.pl.,3,Belles-Lettres
"Opinions des anciens sur les juifs. Réflexions impartiales sur l'Evangile, par feu M. de Mirabaud",n.pl.,1,NA
Essai sur le despotisme,London,1,Science et Arts
Doutes sur la liberté de l'Escaut,n.pl.,1,Histoire
"Libertin (le) de qualité, ou Ma Conversion ",n.pl.,1,Belles-Lettres
Théorie de l'impôt,n.pl.,1,Science et Arts
Philosophie rurale: ou Economie générale et politique de l'agriculture,Amsterdam,3,Science et Arts
Chef-d'oeuvres de Molière,Rouen,2,Belles-Lettres
"Molière, drame en cinq actes en prose, imité de Goldoni",Amsterdam,1,Belles-Lettres
[Oeuvres de Molière],Rouen,8,Belles-Lettres
Margot la ravaudeuse,n.pl.,1,Belles-Lettres
"Mille (les) et une faveurs, contes de cour: tirés de l'ancien gaulois par une reine de Navarre",London,5,Belles-Lettres
"Essais de Montaigne, avec les notes de M. Coste",London,10,Belles-Lettres
"Essais, Michel Eyquem de Montaigne; avec les notes de Pierre Coste",Geneva,10,Belles-Lettres
"Correspondance de M. le marquis de Montalemebert, étant employé par le roi de France à l'armée suédoise, avec M. le marquis d'Havrincourt, M. le maréchal de Richelieu, les ministres du roi à Versailles, pour servir à l'histoire de la dernière guerre",London,2,Histoire
Esprit (de l') des loix,n.pl.,1,Science et Arts
Temple (le) de Gnide,n.pl.,1,Belles-Lettres
Œuvres de Monsieur de Montesquieu,Amsterdam,6,Science et Arts
Lettres familières de M. le président de Montesquieu: à divers amis d'Italie,n.pl.,1,Belles-Lettres
Oeuvres posthumes [de Montesquieu],Lausanne,1,Belles-Lettres
"Vie privée, ou Apologie de Mgr le duc de Chartres",n.pl.,1,Histoire
